Vanimo,64,PG,1547323965,100,-2.67,141.3,80.03,12.75
Timbuktu,44,ML,1547323967,22,16.77,-3.01,65.68,10.85
Beneditinos,76,BR,1547323970,88,-5.46,-42.36,77.74,3.13
Merauke,36,ID,1547323661,100,-8.49,140.4,75.71,4.92
Walvis Bay,0,NA,1547319600,77,-22.95,14.51,66.2,12.75
Kontagora,0,NG,1547323976,65,10.4,5.47,71.53,1.01
Monroe,90,US,1547322960,84,41.91,-83.4,31.1,6.93
Massaguet,0,TD,1547319600,14,12.48,15.44,80.6,6.93
Bartica,75,GY,1547319600,62,6.41,-58.62,84.2,16.11
Hiriyur,0,IN,1547323985,85,13.94,76.62,55.87,4.14
Wanning,75,AT,1547322600,86,48.64,13.53,37.4,19.46
Talnakh,44,RU,1547323990,90,69.49,88.39,-40.8,8.61
Nadym,80,RU,1547323992,79,65.53,72.51,-0.84,16.33
Emba,20,CY,1547321400,76,34.81,32.42,55.4,8.05
Kudahuvadhoo,80,MV,1547323996,100,2.67,72.89,80.39,8.95
Cabo San Lucas,5,MX,1547322240,64,22.89,-109.91,78.8,3.36
Kandrian,0,PG,1547324001,99,-6.21,149.55,75.94,2.68
Sapouy,20,BF,1547324003,31,11.55,-1.77,74.99,6.49
Luganville,68,VU,1547323585,99,-15.51,167.18,82.06,4.81
Faya,0,SA,1547323200,67,18.39,42.45,59.0,3.02
Avera,90,US,1547322900,51,33.19,-82.53,53.6,6.93
Alta Floresta,40,BR,1547319600,58,-9.87,-56.08,87.8,6.93
Chapais,90,CA,1547319600,77,49.78,-74.86,-0.41,10.29
Ledec,90,CZ,1547319600,96,49.97,15.59,37.4,14.99
Muisne,75,EC,1547321400,94,0.61,-80.02,78.8,5.82
Tarauaca,92,BR,1547324021,87,-8.16,-70.77,76.34,3.47
Shimoda,20,JP,1547320680,75,34.7,138.93,46.4,5.82
Macamic,90,CA,1547322360,77,48.75,-79.0,-2.21,3.36
Banyo,12,CM,1547324027,26,6.75,11.81,73.24,9.62
Sozimskiy,80,RU,1547324029,80,59.74,52.25,14.6,7.16
Gat,0,SN,1547321400,41,14.69,-16.54,75.2,6.93
Kabalo,56,CD,1547324034,97,-6.05,26.92,71.03,2.91
Mar del Plata,12,AR,1547323754,29,-46.43,-67.52,69.91,13.98
Santa,0,PH,1547324038,82,17.49,120.43,61.58,2.57
Snezhnogorsk,40,RU,1547321400,92,69.19,33.23,19.4,2.24
Abonnema,24,NG,1547324043,74,4.71,6.79,78.23,8.72
Formosa,40,AR,1547319600,59,-26.19,-58.17,91.4,6.93
Boffa,0,GN,1547324048,65,10.18,-14.04,78.64,10.07
Sisophon,92,KH,1547324050,49,13.59,102.97,84.22,5.93
Ozernovskiy,76,RU,1547324052,88,51.5,156.52,28.87,8.16
Omsukchan,56,RU,1547324054,83,62.53,155.8,-10.74,2.68
Zhoucheng,40,CN,1547319600,79,31.35,119.33,32.0,2.24
Jijiga,0,ET,1547324059,82,9.35,42.8,39.31,2.46
Langenlois,44,AT,1547322600,87,48.47,15.68,39.2,23.04
Dzerzhinskoye,44,RU,1547324063,50,56.84,95.22,-3.31,8.28
Burnie,32,AU,1547324066,96,-41.05,145.91,64.1,15.99
Kharian,40,PK,1547323200,93,32.81,73.87,51.8,6.93
Carutapera,24,BR,1547324070,89,-1.2,-46.02,79.27,6.71
Djambala,8,CG,1547324072,96,-2.55,14.76,70.09,5.14
San Quintin,0,PH,1547323667,82,17.54,120.52,61.58,2.57
Havelock,90,US,1547323080,60,34.88,-76.9,44.96,10.29
Kavaratti,0,IN,1547324079,100,10.57,72.64,81.61,6.38
Sibu,75,MY,1547319600,100,2.29,111.83,75.2,3.36
Ewa Beach,75,US,1547321400,78,21.32,-158.01,75.92,4.03
Surin,0,TH,1547319600,83,14.88,103.49,73.4,6.93
Linfen,0,CN,1547324088,63,36.09,111.52,10.33,0.89
Petrovsk,64,RU,1547324090,84,52.31,45.39,12.08,11.3
Sortavala,8,RU,1547324092,74,61.7,30.69,18.2,12.64
Tiznit,20,MA,1547324094,92,29.7,-9.73,51.5,3.13
Vestmanna,92,FO,1547322600,100,62.16,-7.17,42.8,4.7
Goure,0,NE,1547324099,31,13.98,10.27,70.99,11.52
Someru,0,EE,1547324101,83,59.36,26.44,18.29,4.7
Alyangula,92,AU,1547319600,83,-13.85,136.42,82.4,6.93
Jiazi,20,CN,1547319600,100,19.61,110.49,66.2,4.47
Akdepe,75,TM,1547321400,80,42.05,59.39,37.4,16.11
Storforshei,76,NO,1547324111,90,66.4,14.52,19.06,2.13
Ola,8,RU,1547324113,100,59.58,151.3,5.47,8.16
Fairbanks,36,US,1547323380,72,64.84,-147.72,-34.61,4.36
Dalby,0,AU,1547319600,82,-27.18,151.26,64.4,10.74
Georgetown,75,GY,1547319600,69,6.8,-58.16,84.2,13.87
Juterbog,75,DE,1547322600,93,51.98,13.08,42.8,13.87
Azangaro,75,PE,1547319600,39,-14.91,-70.2,62.6,4.7
Puerto Leguizamo,88,CO,1547324127,85,-0.19,-74.78,79.31,5.14
Rock Sound,32,BS,1547324129,100,24.9,-76.2,76.84,18.45
Mopti,0,ML,1547324131,41,14.49,-4.19,72.52,11.86
Tabou,0,CI,1547324133,99,4.42,-7.36,82.87,8.16
La Libertad,75,PE,1547323200,59,-16.38,-71.56,62.6,10.29
Tighina,0,RO,1547321400,79,44.57,24.3,28.4,8.05
Floro,92,NO,1547322600,93,61.6,5.03,37.4,9.17
Manggar,48,ID,1547324143,100,-2.88,108.27,77.06,4.7
Gerash,0,IR,1547319600,57,27.67,54.14,50.0,1.9
Ritchie,0,ZA,1547323200,11,-29.03,24.6,80.6,9.17
Tiarei,90,PF,1547323200,70,-17.53,-149.33,84.2,12.75
Quelimane,68,MZ,1547323991,92,-17.88,36.89,77.69,6.6
Poum,0,MK,1547324154,68,41.28,20.71,2.45,1.23
Vila,0,IT,1547322600,85,45.18,8.4,39.2,1.12
Ambilobe,20,MG,1547324158,98,-13.19,49.05,68.96,2.68
Esfarayen,0,IR,1547323200,40,37.08,57.51,37.4,6.93
Benguela,20,AO,1547324163,100,-12.58,13.4,76.39,5.7
Oussouye,0,SN,1547319600,54,12.49,-16.54,80.6,2.24
Labytnangi,68,RU,1547324167,65,66.66,66.39,3.04,13.2
Acireale,0,IT,1547322600,65,37.61,15.17,48.2,13.87
Nanortalik,88,GL,1547324172,94,60.14,-45.24,29.45,19.8
Faanui,88,PF,1547324174,100,-16.48,-151.75,81.61,22.59
Tocopilla,0,CL,1547324176,76,-22.09,-70.2,69.46,7.16
Santa Isabel do Rio Negro,12,BR,1547323663,45,-0.41,-65.02,93.22,9.62
Skagen,0,SE,1547322600,100,58.6,13.44,30.2,3.36
Assomada,0,CV,1547319600,50,15.1,-23.68,75.2,12.75
Curaca,68,BR,1547324185,41,-8.99,-39.91,88.76,8.16
Waddan,0,LY,1547324187,42,29.16,16.14,42.91,12.97
Coolum Beach,92,AU,1547324189,86,-26.53,153.09,75.76,7.94
Te Anau,100,NZ,1547324192,71,-45.41,167.72,54.74,10.51
Beira,75,ES,1547321400,71,43.2,-8.36,50.0,8.05
San Carlos de Bariloche,40,AR,1547323200,54,-41.13,-71.31,59.0,24.16
San Julian,0,SV,1547322600,35,13.7,-89.56,89.6,11.41
Manuk Mangkaw,44,PH,1547324201,100,4.8,119.85,82.01,10.4
Sosnovo-Ozerskoye,20,RU,1547324203,40,52.53,111.54,-14.97,2.35
Solnechnyy,12,RU,1547323624,34,50.72,136.64,-22.93,2.13
Aklavik,20,CA,1547319600,67,68.22,-135.01,-22.01,10.29
Zhuhai,0,CN,1547319600,77,40.71,112.04,5.0,2.24
Seoul,0,KR,1547323200,85,37.57,126.98,26.6,2.24
Shingu,0,JP,1547323755,100,33.72,135.99,46.46,9.73
Fort Nelson,75,CA,1547319600,76,58.81,-122.69,-5.81,2.57
Kahului,40,US,1547322960,62,20.89,-156.47,80.06,9.17
Alcoentre,0,PT,1547321400,66,39.21,-8.96,50.0,5.82
Mwense,8,ZM,1547324223,94,-10.39,28.7,66.67,4.92
Grootfontein,0,NA,1547324226,16,-19.56,18.1,76.21,14.09
Hanting,0,CN,1547324228,85,30.92,118.55,30.22,3.02
Chulman,36,RU,1547324230,68,56.84,124.9,-11.19,2.8
Talpa,40,MX,1547322000,43,28.83,-111.63,73.4,5.82
Manowa,20,SL,1547324235,43,8.17,-10.75,79.85,5.14
Huttwil,90,CH,1547322600,86,47.11,7.85,41.0,11.41
Gannan,0,CN,1547324239,70,47.92,123.49,-1.78,6.15
Mantua,20,IT,1547322600,86,45.16,10.79,32.0,6.93
Bushehr,0,IR,1547322600,76,28.97,50.84,53.6,5.14
Muli,0,IN,1547324246,84,22.62,71.45,54.11,3.02
Nichinan,0,JP,1547324248,100,31.65,131.31,41.51,5.26
Sechura,0,PE,1547324251,60,-5.56,-80.82,81.61,17.67
Bilma,20,NE,1547324253,21,18.69,12.92,61.81,13.87
Hervey Bay,64,AU,1547319600,88,-25.3,152.85,68.0,6.93
Chimichagua,32,CO,1547324257,52,9.26,-73.81,89.89,2.13
Port Lincoln,8,AU,1547324260,95,-34.72,135.86,64.1,13.98
Port Macquarie,0,AU,1547319600,93,-31.43,152.91,64.4,5.03
Khasan,0,RU,1547324264,100,42.43,130.64,15.19,1.9
Save,12,BJ,1547324266,36,8.04,2.49,77.96,6.38
Selma,1,US,1547322960,59,36.57,-119.61,64.04,9.17
Fougamou,92,GA,1547324271,100,-1.22,10.59,71.39,2.57
Alice Springs,0,AU,1547321400,50,-23.7,133.88,75.2,8.28
Morgan City,90,US,1547322960,90,29.7,-91.21,71.6,11.41
Mogok,0,MM,1547324277,86,22.92,96.51,47.68,2.57
Sandakan,75,MY,1547319600,88,5.84,118.12,78.8,2.24
Hit,80,IQ,1547324282,85,33.64,42.83,40.43,6.49
Samarai,56,PG,1547324284,100,-10.62,150.67,80.44,10.96
Tessalit,48,ML,1547324286,21,20.2,1.01,52.18,8.95
Belyy Yar,0,RU,1547323200,83,53.6,91.39,-5.81,2.35
